V_range: 0-5V, V_Step: 0.05V, Delay: 50 ms
Date : 2021-12-07
voltage current
0.055 0.105
0.049 -0.008
0.104 -0.008
0.146 -0.005
0.195 -0.005
0.235 -0.003
0.293 0.000
0.331 -0.002
0.382 -0.010
0.425 -0.007
0.471 0.000
0.536 -0.002
0.576 0.000
0.629 -0.005
0.665 0.004
0.731 0.012
0.765 0.043
0.835 -0.004
0.864 -0.006
0.934 -0.001
1.000 0.012
1.045 -0.001
1.090 -0.006
1.116 -0.010
1.197 0.004
1.214 0.005
1.292 -0.005
1.302 -0.012
1.359 -0.000
1.417 0.002
1.468 -0.002
1.526 -0.001
1.572 0.003
1.619 0.000
1.660 0.006
1.731 -0.011
1.753 -0.014
1.812 -0.001
1.857 -0.003
1.912 -0.005
1.967 -0.001
2.025 -0.003
2.066 0.000
2.098 0.000
2.182 -0.007
2.204 -0.000
2.268 -0.002
2.318 -0.003
2.358 0.019
2.386 0.065
2.436 0.175
2.467 0.370
2.478 0.535
2.503 0.765
2.515 0.948
2.532 1.199
2.535 1.380
2.547 1.662
2.559 1.878
2.570 2.193
2.577 2.496
2.581 2.702
2.593 3.008
2.598 3.220
2.603 3.486
2.608 3.752
2.610 4.056
2.627 4.285
2.635 4.597
2.641 4.825
2.646 5.125
2.653 5.456
2.656 5.695
2.664 5.994
2.667 6.222
2.672 6.542
2.677 6.776
2.683 7.088
2.686 7.302
2.692 7.622
2.696 7.948
2.701 8.179
2.706 8.513
2.710 8.751
2.714 9.054
2.717 9.294
2.724 9.617
2.725 9.839
2.731 10.155
2.735 10.401
2.739 10.725
2.744 11.053
2.748 11.298
2.752 11.626
2.755 11.850
2.761 12.181
2.764 12.411
2.770 12.751
2.772 12.986
2.777 13.325
2.781 13.652
