V_range: 0-5V, V_Step: 0.05V, Delay: 50 ms
Date : 2021-12-07
voltage current
0.051 0.121
0.049 -0.002
0.107 0.002
0.146 -0.007
0.198 -0.000
0.238 0.004
0.291 -0.001
0.324 -0.004
0.381 0.002
0.422 -0.010
0.472 0.000
0.534 -0.001
0.585 0.002
0.623 0.003
0.666 -0.001
0.733 0.016
0.760 0.042
0.844 0.002
0.886 0.000
0.931 -0.007
0.983 -0.002
1.039 0.010
1.103 -0.002
1.135 0.000
1.184 -0.006
1.236 0.001
1.284 0.001
1.312 -0.004
1.378 -0.001
1.411 -0.003
1.472 0.000
1.526 0.004
1.560 0.001
1.607 0.023
1.635 0.089
1.701 0.194
1.711 0.311
1.747 0.504
1.748 0.684
1.759 0.962
1.780 1.238
1.785 1.439
1.793 1.642
1.810 1.859
1.811 2.193
1.828 2.392
1.839 2.700
1.832 2.925
1.843 3.208
1.859 3.402
1.850 3.736
1.865 4.070
1.869 4.265
1.884 4.573
1.883 4.775
1.895 5.132
1.895 5.358
1.903 5.678
1.909 5.831
1.913 6.217
1.919 6.534
1.926 6.768
1.930 7.081
1.935 7.279
1.938 7.609
1.942 7.848
1.936 8.166
1.957 8.411
1.962 8.742
1.967 8.954
1.972 9.269
1.977 9.609
1.982 9.848
1.984 10.157
1.988 10.386
1.992 10.709
1.997 10.933
2.002 11.271
2.006 11.510
2.009 11.831
2.016 12.154
2.020 12.381
2.022 12.717
2.025 12.945
2.030 13.266
2.035 13.497
2.037 13.820
2.039 14.067
2.047 14.381
2.049 14.607
2.053 14.930
2.060 15.278
2.063 15.494
2.067 15.827
2.068 16.068
2.074 16.398
2.078 16.633
2.083 16.961
2.086 17.193
2.091 17.524
2.096 17.854
