V_range: 0-5V, V_Step: 0.05V, Delay: 50 ms
Date : 2021-12-07
voltage current
0.051 0.139
0.050 0.003
0.105 -0.005
0.144 0.005
0.198 -0.005
0.236 0.003
0.291 -0.009
0.324 -0.008
0.381 0.004
0.431 -0.007
0.475 -0.004
0.538 0.005
0.585 -0.010
0.633 -0.002
0.672 0.002
0.722 0.017
0.764 0.033
0.833 -0.002
0.875 -0.000
0.941 0.003
0.970 -0.017
1.022 0.000
1.092 0.002
1.122 -0.009
1.198 0.000
1.217 -0.002
1.280 -0.004
1.310 -0.007
1.370 -0.004
1.415 0.008
1.466 0.007
1.510 0.031
1.544 0.109
1.591 0.203
1.623 0.313
1.639 0.517
1.644 0.706
1.660 0.923
1.675 1.078
1.691 1.375
1.702 1.670
1.708 1.851
1.716 2.184
1.729 2.335
1.733 2.634
1.741 2.890
1.760 3.177
1.764 3.366
1.760 3.699
1.770 3.908
1.788 4.226
1.790 4.489
1.791 4.748
1.802 5.070
1.811 5.252
1.814 5.592
1.821 5.805
1.826 6.076
1.835 6.337
1.839 6.596
1.847 6.943
1.854 7.195
1.860 7.527
1.862 7.763
1.869 8.053
1.872 8.292
1.880 8.610
1.887 8.833
1.893 9.146
1.898 9.372
1.904 9.708
1.909 10.006
1.913 10.260
1.920 10.562
1.922 10.792
1.930 11.114
1.932 11.322
1.939 11.653
1.943 11.881
1.947 12.200
1.953 12.523
1.957 12.765
1.962 13.086
1.964 13.316
1.971 13.637
1.975 13.862
1.982 14.179
1.983 14.424
1.989 14.725
1.991 14.972
1.998 15.283
2.003 15.631
2.006 15.840
2.012 16.164
2.016 16.396
2.022 16.721
2.025 16.959
2.031 17.283
2.034 17.513
2.040 17.840
2.045 18.167
